id,text,label,dataset,text_en
yt_904,यो मुजी आईमाई फटाई रहिछे !,0,youtube,This muji is still a crack!
yt_1181,छाती मा हान्ने काम गर्छ !,0,youtube,My chest hurts and it works!
yt_223,भ्रष्टाचार बिरोधि अभियन्ता ज्ञानेन्द्र शाहि माथी राज्य द्वारा बर्बर दमन गरेर लोकतन्त्र को कम्मर मुनि को भुत्ला देखायो ।,0,youtube,Demonstrate democracy under the skin of the head by the brutal repression by the state of anti-corruption engineer Gyanendra Shah Maithi.
yt_1365,कुनै पनि जात धर्म लाई असर नपर्ने तरिका को एउ टा एडेन्डा बनाउनुस अनि त्यस्तो एउ टा नया पार्टी निर्माण गर्नुस जनता सबै ले हजुर लाई नै भोट दिनेछन हामि लाई तपाई प्रधानमन्त्री भए को हेर्ने ठूलो सपना छ जय नेपाल जय रबि सर✊✊✊✊ साथै धन्यवाद मदन र क्यानडा नेपाल युनिट लाई ।,0,youtube,Make a common agenda in a way that does not affect any ethnic religion and build a new party like that the people will all vote for you all. We have a great dream to see you become Prime Minister Jai Nepal Jai Rabhi Sir Also thank you Madan and Canada Nepal unit
yt_1670,जनता कत्ती पनि सुरक्षा छैन ।,1,youtube,The public is not at all safe.
yt_1154,अत्ति भए पछि भ्रष्टाचारि को नाक को हड्डी मात्रै होइन मार्दिनु नै पर्छ ।,0,youtube,"After that, the corrupt must be killed not just by the nose but by the bone."
yt_523,राणि को वान हरु ले ढाड भाँच्चिने गरि कर लादे को छ ।,1,youtube,The rani is to be taken from the vans and broken into pieces.
yt_557,चिक्ने हरु लाई ला. ... .,1,youtube,Bring the chickens. ...
yt_1438,"रवि सर अर्को चुनाव मा लडनु पर्छ र हामी सबै मिलेर रवि सर लाई प्रधान मन्त्री बनाउनु पर्छ भन्ने को को छौ , ।",0,youtube,Ravi Sir must fight in the next election and we all have to work together to make Ravi Sir Prime Minister .
yt_708,यू पुन्य आफ्ना आमा दिदीबहिनी र श्रीमति लाई पनि पैसा मा बेच्छ होलीयन को मुत्र पिएर मति भ्रष्ट भए को छ ।,0,youtube,"You put your mother, sister and wife on the market for money, and you sold Holyen to your friend Pierre."
yt_855,"यो मुजि पोखरेल लठौरा एक नम्बर को झुते हो साले हरामि खुद , ज्ञानेन्द्र शाही , , जिउदै हुनु हुन्छ यातना दिएर खुट्टा भाचेर पनि , , हैन प्रहरी बाट कुनै यातना भा को छैन भन्दै बोल्ने झुटे मुजि पोखरेल को शिक्षा को कमि देखिन्छ ✊✊ ।",1,youtube,"This Muji Pokhreel Lathura is a number one hit by the sage himself, Gyanendra Shah, who is living under torture even when he breaks his foot, and who is lying and says no torture from the police, seems to lack the education of Muji Pokhreel."
yt_725,यो कुकुर को छाऊरो ले गलत भन्दैछ यो कुकुर भने को बेरोजगार झोले हो यस ले नेपाली को भलो चाहन्न है यस को कुरो मा सत्यता छैन ।,0,youtube,This dog is a dog that is unemployed and is not good for the Nepali.
yt_878,नेपाल प्रहरी नै नेपाल को सबै भन्दा ठुलो gunda चोर अनि बलातकारि छन ।,0,youtube,The Nepal Police is the largest gangster and rapist in Nepal.
yt_958,अरु त सबै ठीकै होला अब यो साबित्री ले यो युट्युब हेरे र कमेन्ट हेरे भनेत झुन्डेर मर्नु पर्ने हो ।,1,youtube,"Otherwise, everything will be fine now, if you prove it, you will have to hang yourself while watching YouTube and watching the comments."
yt_860,पुलिस ले त जहिलेनि झुट बोल्छ साला ज्ञानेन्द्र साहि लाई हिरा सत मा कुट्छ कुटे को छईन भन्छ साला चोर पुलिस ।,0,youtube,"The police take it as often as he lies, Sala Gyanendra Sahi beats him in the diamond, says he is a thief, and says he is not a police officer."
yt_1288,तिमी अनपढ हौ गेस्ट बौद्धिक हुन्छन हेक् का रहोस ।,0,youtube,"You are illiterate, the guest is intelligent, so stay tuned."
yt_493,यो सरासर झुठो बोली राखे को छ ।,1,youtube,This is a complete lie.
yt_1000,इटहरी का मेयर ले भ्रष्टाचारी का संरक्षक पक्षपोषक भतुवा पत्रकार हरु लाई लोपारिदिन्छु भन्दा चै कानुन हात मा लिए को हुने ?,0,youtube,Who would have taken the law into their own hands rather than eliminate the partisan journalists who are the protectors of the corrupt mayor of Ithali?
yt_1494,राष्ट्रपती भने को राष्ट्र प्रमुख हो र राष्ट्रप्रमुख ले लोकतन्त्र मा बोली बुझिन भन्न पाइन्छ अवस्यपनी तर यसरी हासी हासी खिल्लि उडाउन मिल्दैन कसै को speech disability लाई लिएर ।,0,youtube,"If the president is the head of state and the head of state is the language of democracy, then no one should be ridiculed for speech impairment."
yt_1166,उस् को ढाड मा कसरी निलडाम भयो ?,0,youtube,How did the U.S. government end up in the shadows?
yt_541,यो मुजि बानियाँ ले कस्तो खाते कुरा गर्दैछ कुलमान नभए को आज नेपाल उज्यालो हुन्थ्यो अझ कुलमान को कमजोरी देखाउछ यिनी 2 त शोषक हुन ।,1,youtube,This is a tale of how the total population of Nepal today would have been bright and the total population would have been weak.
yt_1395,रबि सर अब राजनीति मा लागेर चुनाव मा उठनु होस हजुर लाई जिताउने काम हामी युवा को हो अनि हेरौ कस ले रोक्छ प्रधानमन्त्री बन्ना लाई ।,0,youtube,"Rabbi Sir, now you have to get into politics and run for office to win the election, and it is up to us young people to see who is stopping Prime Minister Banna from coming."
yt_1493,रास्ट्रपति ले मजाग गरे को सुहाउँदैन सानसद हत मा ।,1,youtube,The president does not like to be played with by the Sanasad Khata.
yt_786,यो रन्डि को बाहान नगेन्द्र चम्चा साला ।,0,youtube,This is a randy to Bahan Nagendra Spoon Sala.
yt_692,"यो चिक्ने पत्रकार विहारी परेछ की कसो मुजी नेपाल को बारे मा प्रशन गनुनी के नेपाल देश ईन्डीया को कुनै स्टेट होर सुरेन्द्र केसीसग प्रशन गनु यार अच्म आझै 5 , 7बषेॅ पडेर आऊ पत्रकार भाई ।",0,youtube,"This chick journalist Vihari Perech ki is asking Ganuani about Nepal, the country of Nepal India is no state Hor Surendra Kesisag is asking Ganu Yar Achcha 5 , 7Bsheya Pader and the journalist brother."
yt_119,राम्रो बिचार मेयर साब ।,0,youtube,"Good idea, Mayor Sir."
yt_144,कस्ताे दरिलाे प्रशन साेध्नुहुन्छ दाजु नमस्कार ।,0,youtube,"The question asked by Kaste Darile is ""hello""."
yt_1476,Good सबै मिल्यर ग्यानेन्द्र साही लाई support गरौं ।,0,youtube,Let us all support the good Miller Gyanendra Sahi.
yt_710,ई पुन्ने गौतम भन्नेब्यक्ती को जिब्रो किन नकाटेको होला बाउला कुकुर जस्तै भुकने मात्र हो सहिकुरा कहिलै सत्यकुरा भोल्दैन ।,0,youtube,"The man named Gautama is a man who has been groping his tongue, bowing like a dog, only to eat like a dog, and never to speak truth."
yt_831,सबै नेता हरु चाेर हुन र पानिमाथिकाे वबानाे बन्न खाेच्छन डम्ना हरु ।,0,youtube,All the leaders want to be more than just leaders and become the flood controllers.
yt_1036,महरा को रक्षा गर्दा पुण्य गौतम ले अन्तर्वार्तामै भेटे दनक || SAGAR THAPA || PUNYA GAUTAM ।,0,youtube,"While defending me, I met with Punya Gautam in an interview with the author of the book SAGAR THAPA PUNYA GAUTAM."
yt_92,यो खाते साला phd हु भन्छ साला खाते साले के को phd हो तेरो चुतिया साला झोले कृस्रन को पैसा खायर पढे को होलास कुकुर ।,1,youtube,This account says that the account is phd and your pussy is a sack of sack of cash and a dog is a dog.
yt_85,प्रस्न सोद्ने को गोरु हो ।,1,youtube,The question is whether the sodne is a bull.
yt_1640,यहि कारण ले जस् ले भ्रष्टाचार को विरुद्ध अभियान को कुरा गर्छ उस लाई नेपाल ले जनता ले साथ दिनछ्न र दिनु पर्छ ।,0,youtube,"Therefore, anyone who speaks of the campaign against corruption must be accompanied by the people of Nepal."
yt_697,यो चोर पत्रकार कसरी पत्रकार भयो यो त कुल्ली भरिए को हैसियत नै नभए को पत्रकार कसरी सुरेन्द्र केसी संग अन्तरबार्ता दिन पुगेयो !,0,youtube,How did this thieving journalist become a journalist and how did a journalist without any status get to interact with Surendra Casey!
yt_178,जहाँ सम्म लाग्छ जन्ता ले चायो भने जन्ता को भावना बुजेर एउ टा सच्चा देश को प्रधान मन्त्री हुनै पर्छ रबि सर हजुर लाई ३करोडौ जन्ता को समर्थक हुने छ ।,0,youtube,"As far as it is concerned, a true country must be a prime minister, and Rabi Sir Haji will be a supporter of 3 crore people."
yt_1199,यो सबै समस्या को समाधान को लागि यो भ्रष्ट राज्य सत्ता सदा को लागि अन्त्य गर्न एक हौ ।,1,youtube,"To solve all this problem, there is one thing that will end this corrupt state power forever."
yt_475,"नेपाल प्रहरी कति सम्म लाचार अनि भ्रष्ट छ त्याे राम्ररी बुझिए को बिषय हाे , , , धेरै स्पष्टीकरण दिनुपर्दैन सब प्रहरी नेता का चाकरी गर्न भतुवा हुन ।",1,youtube,"If you understand how corrupt and corrupt the Nepal Police is, there is no need to explain too much, all police officers are supposed to be in charge."
yt_1580,kp राजीनामा देउ रबि लाई pm देउ ।,0,youtube,Leave office and give Rabi a PM.
yt_1318,जोसु कै भएनी भ्रस्टचारी लाई चै छोड्नु हुन्न है ।,0,youtube,The corrupt who are still there should not be left behind.
yt_1473,अब नयाँ युवा को पाटी खोलेर आगामी दिन मा देश चलाउन पर्छ रबि दाइ ज्ञानेद्र दाइ अपिल दाइ लेलिन दाइ जस्ता लाई भोट दिने हो अब ।,0,youtube,"Now the new youth must open the table and run the country in the coming days, and now the rabbi daai jananeedra daai apil daai leelin daai must be voted on."
yt_427,"खत्रा बहस हो यो च्यानल , सत्य तथ्य तुरुन्त आउनु पर्यो जन्ता जान्न चाह्न्न्छ ।",0,youtube,"Whether it is a debate or a channel, the truth must come out immediately."
yt_388,गल्लि का भुक्ने कुकुर हरू हिजोआज कता गएछन रबि दाईकाे माहानता हेरेर केही कुरा सिक भाडा का टट्टू हरू ।,1,youtube,The hungry street dogs went out yesterday and today to watch the magnificence of Rabbi Daye and learn a few things about renting.
yt_1106,यी सब भष्टचारी लाई टुडिखेल मा ल्येर गोलि ठोक्ने देश भक्ति चाँहिये को छ नेपाल मा. . ।,1,youtube,All these corrupt people are being shot in the shootout in Nepal.
yt_1113,नभए किन ज्ञानेन्द्र शाहि लाई हिरासत मा किन कुटे को त ।,1,youtube,Not because of the fact that Gyanendra Shah was in custody.
yt_1250,एक पट्क हामी सबै ले साझा पार्टी लाई साथ दिनु पर्छ ।,0,youtube,One of the things we all have in common is that we must join the party.
yt_1253,"एकचोटी कृपया सबै ले साथ दिएर हेरौ साझा पार्टि लाई अनि भने को कुरा नगरे को खण्ड मा जे भनौ , पार्टी चेन्ज गरौ , अबिस्वास गरौ ।",0,youtube,"Once again please join everyone and see the common party and say in the city section what you say, party change, disbelieve ."
yt_103,"धन्येबाद एभिन्वुज कार्येक्रम सन्चालक ज्यु , जब छान्बिन को प्रक्र्ये मा छ भने त्यो भिडियो प्रसारण गर्ने मिडिया नखोजि रबिलामिछाने लाइ हिरासत मा लाने वाआअ एस्लाइ प्रहरी को कालो कर्तुत अथबा भर्स्त हरु को दबाब को कारण कस्तो न्याए ?",1,youtube,"Jewish, when Chhanbin is in the process of making the video, when he is not looking for the media to broadcast the video, how do you think the police are pressured to do so?"
yt_1347,भुलेर नगर्नु निमुखा जन्ता लाई असर पर्ने काम ।,0,youtube,Don't forget to do the work that affects the main animal.
yt_214,यस्तो सोमत नभा को नी राष्ट्रपति हुन्छ ।,1,youtube,Such a summit is not the president's.
yt_508,शक्तिशाली आयोग भित्र पनि तिनै सरकारी जग्गा हड़पने चोर हरु नै होलान हैन ?,0,youtube,"Even within the powerful Commission, the three thieves who confiscated government land were not the same?"
yt_1066,नेपाल को 1 मात्र नायक रबि लामिछाने भिडियो मा डिसलाईक गर्ने लाई पनि कारबाही मा हुनु पर्छ अनि टिचर लाई जिउदै जलाउनु पर्छ ।,1,youtube,"The one who disliked Nepal's only hero, Rabi Lamichhane, in the video should also be punished and the teacher burned alive."
yt_102,लाएन कात्छौ भन्दा भबिस्य को कुरा भनेर हास्ने चोर लाई चोरी को मुद्दा हाल्नु कुल्मान सर हामी हजुर को साथ मा छौ ।,1,youtube,"To sue a thief for theft for having laughed at the prophet rather than the prophet, Mr. Kulman, we are with Grandfather."
yt_151,आफ्नो गरिमामय पद को पनि ख्याल नगरी बोल्ने व्यति लाई मेरो देश को रास्ट्रपति भन लाज लाग्छ ।,1,youtube,"My country is ashamed to be called the president, even though it is not about its dignified position."
yt_760,डिसलाईक गर्ने हरु गधा हरु नेता का गोठाला हरु आजै मर साले हरु यति राम्रो खबर लाई डिसलाईक गर्छन् चोर हरु ।,0,youtube,"Dislikers, donkeys, leaders' shepherds, thieves, who are still dead, disliked by good news."
yt_887,"माैसम बिग्रएकाे भए किन पठाईयाे त , , , गफ साला भाते , , , , ।",0,youtube,"If the weather is bad and the shipments are not good , then the shipments are good ."
yt_319,जागिर खुस्किने सवाल छ ढाकछोप गरेर बोल्छ्न दलाल पुलिस हरु तर अब धेरै थाम्दैनन नेपाली जनता ले होस पुर्याएस ✌✊✌✊ ।,1,youtube,"The question is well answered by the police, but it doesn't take long for the Nepali people to get their attention."
yt_1081,बहुला कुकुर हरु लाई बाँधेर मारिन्छ भने बहुला नेता हरु लाई पनि यसै गर्ने की. ... ... की कसो मेयर ज्यू ।,1,youtube,"If many dogs are tied up and killed, many leaders will be killed in the same way."
yt_1205,उठ नेवार दाजुभाइ दिदीबहिनी सस्कृती बचाउन उठ नत्र यो दलाल ले सरकार ले काठमाडौं र नेवार समुदाय को सस्कृती मेट्ने कुचेस्टा गरिस को ।,0,youtube,"Newar brothers and sisters, rise to save culture, or it will take the government to take Kathmandu and the Newar community to culture-switching cuchesta casso."
yt_1564,दलाल हरु हेर रबि को power कति रबि को पछी पर्छौ टाईम आझै छ राम्रो काम मा लाग तिमी हरु को दीन सकियो अब जनता जागी सके रबि फर्की सके ।,0,youtube,The brokers look at the power of the Rabbis and the power of the Rabbis. The time is now.
yt_644,यो ऋषि कुकुर को के कुरा गर्नु खै ।,0,youtube,This is a talk about the Rishi dog.
yt_357,पुने गोताम पार्टी को झोले कुकुर हो ।,1,youtube,The Pune Gotam Party is a pack dog.
yt_1447,अब देश युवा हरू ले हाँक्नु पर्दछ ।,0,youtube,Now the country must embrace the youth.
yt_1554,रवि सर हजुर छिटो भन्दा छिटो पुग्नु होला राम बहादुर बम्जन को आश्रम सम्म ।,0,youtube,Ravi Sir Grandfather had to reach Ram Bahadur Bamjan's Ashram faster than ever.
yt_1370,"अँ युवराज भाइ याे जिवनकाे भाेगाई हाे निरास नबन्नु रबि भाई लाई हेरेर अगाडि बड्नुहाेस , हिन्तावाेध ले मान्छे लाई कहिलै अगाडि बढाउदैन उल्टै सडाउछ गलाउछ मात्रै ।",0,youtube,"The younger brother or the life-long escape of the younger brother or the discouraged one, the rabbi brother, is the one who keeps on looking forward, the fear never moves the person forward, but only slanders and cheats."
yt_837,चोर भ्रस्ट नेता हरू मिडिया मा आएर बाँदर को बथान कराए को जस्तै कराइ रहन्छ ।,0,youtube,Corrupt leaders are being manipulated into the media like a thief who is trying to make a monkey bite.
yt_610,जुन देश मा पानी खान नपाए र जनता मरदैछन् याे परमाणु बम बनाउने संविधान बिधेक पास गरिस साला झनडु नेता हरु अमिरिका ले नेपाल बाट सबै समपति लुटेर लानछ अनि नेपाल लाई अफरिका बनाउछ अनि नेपाली जनता ले भात हाेईन् गाेलि खानु ।,0,youtube,The country that has not found water and people are dying or the constitution that makes the atomic bomb has passed a bill that the leaders of the Nando people are going to steal all the property from Nepal and make Nepal Africa and the Nepalese people eat their own food.
yt_520,सारा चोर छन यिनी हरु लाई कड़ा भन्दा कड़ा कर्बाही होस ।,0,youtube,All these thieves are punished with more severity than the others.
yt_1656,मेयर को अध्ययनलाइ सलाम तर शैली अलिकति परीवर्तन गर्न परो भष्टचारी लाई लोप्पा मात्र होइन गोली ठोक्नु पर्छ ।,0,youtube,"Greet the mayor of the city but to change the style a little, you have to shoot the corrupt, not just the looper."
yt_618,ओय साला पुर्बा अतनकारी परचनडा तँ चोर के भनिस हाम्रो देश का महाराजधिराजलाइ ।,0,youtube,"The year before the Atankari Parchenda, the thief was called the Maharaja of our country."
yt_315,3 जना माहा पुरुष को कुरा ठिक हो तर मन्त्री ज्यु को कुरा ले प्रष्ट के बुज्न सकिन्छ भने आफ्नो पद र पाटी लाई बचाउदै छिन ।,0,youtube,"If three men are right, if the minister of justice can be understood clearly, he is not saving his position and his seat."
yt_581,जाठो यो सावित्री भन्ने जन्तु खादि मा हुने सबै नेपाली बलात्कारी भन्ने एहि हो हैना साथि हरु तेस् का बाजे खोराङ खोराङ ।,0,youtube,Jathu Yo Savitri is a Jantu Khadi who is known for raping all Nepalese people.
yt_1172,"नेपाल प्रहरी लुटेरा हो , सून तस्करी गर्छ , सुन्तली धामि लाई बलात्कार गर्छ , सोझासझा जनता मार्छ , अङ्गभङ्ग पार्छ , यतना गर्छ , गाजा तस्करी आफै गर्छ , निर्मला पन्त को हत्यारा लुकाउछ केही भन्नू छ अरु कि भयो ?",1,youtube,"Nepal police are robbers, smugglers of drugs, Suntali rapes Dami, at night massacres, organ breakings, and so on, the Gaza strip smuggles itself , the murderer hides Nirmala Panth , and there is nothing else to say ."
yt_100,राताे काेट लगाउने भाईकाे कुरा एकदम सहिछ ।,0,youtube,The saying about the brother who wears a nightgown is quite true.
yt_84,लास्ट मा यो सोम पान्डे गधा बोले को सुन्नैमन थीयन झन तेही खाते बोल्यो ।,1,youtube,"Last time this Som Pande ass spoke to Sunayman Thayan, he did not speak to the same account."
yt_1376,तिनीहरुसङ सचेत रहनु हाेला मेराे हजुरलाइ जानकारी मात्र हाे मलाइ शिकाउने भनेर दु ख नमान्नुहाेला ।,0,youtube,They were careful not to worry that my grandfather would teach me only information.
yt_793,भोलि राडि ले चढे को गाडि भोलि आउने अर्को गोरु ले नचढ्ने होला नि ?,0,youtube,Shouldn't we have taken another cow that came by tomorrow to ride the train ?
yt_500,यो साला नाके बाहुन गूठी बिदयेक पारित गरेर भु माफिया सग अरबौ रुपियाँ लुतेर खाने दाउ मा छ ।,0,youtube,"This year, the country is in danger of passing a no-brainer by robbing the mafia of billions of rupees."
yt_1120,"यी बमवाला पद लोलुप , हत्यारा , आतंककारी हरु ले कि हतियार समर्पण गरेर शान्तिपूर्वक वार्ता मा आउनु पर्छ , होइन भने यिन लाई पनि चाक मा बम लगाएर पड्काउनु पर्छ ।",1,youtube,"These bombers are the post of greedy, murderers, terrorists who must surrender their weapons and enter into peaceful negotiations, otherwise they too must be proven by a bombing of the machinery."
yt_617,अनि यो हत्यारा ज्ञाने चोर लाई जेल कोच्नु पर्छ ।,0,youtube,And the killer must be sent to jail for knowingly stealing.
yt_1211,"सबै जल , जमीन , जंगल पूर्णरुपम राष्ट्रीयकारण गरौ , भू-माफिया लाई सदाकालागी अन्त्या गरौ ।",0,youtube,"All water, land, forest, and nationalist causes should be destroyed forever."
yt_544,यस्तो खाते लाई अन्तर्वार्ता दिन आउने हरु ले एकपटक आफु लाई नै चिन्ने कोसिस गर्ने कि ?,0,youtube,Will you try to identify yourself once you've interviewed such an account on the day of the interview?
yt_862,यो खाते अधिवक्ता दिनेश त्रिपाठी को अावज सुन्न पनि मन पर्दैन ।,0,youtube,This account lawyer Dinesh Tripathi does not like to hear the voices.
yt_135,कुल्मान घिसिङ सर ले गर्नत खोज्नुहुन्छ तर के गर्नु अर्को एउ टा भंडुवा निस्कन्छ ।,1,youtube,"Kulman tries to do something with his head covered, but what to do is another big mistake."
yt_226,यो धोती प्राध्यापक देखेर त मेरो प्रेसर हाइ भएर आयो यस्ता लाई त मुख मै सु गरेर अनि लेडिस को पेन्टी पेन्टी घाँटी मा झुन्डएर काठमाडौं को रिङ रोड घुमाउनु पर्ने ।,1,youtube,"Seeing this dirty professor, my pressure came high and I was forced to close my mouth and hang the lady in a panty-panty necklace and drive around Kathmandu on the Ring Road."
yt_800,"याे सुरज नि मिले को , , खाते हाे , , , पदमुखि प्रहरी मुखि साला भाते कुरा घुमाउछ ।",0,youtube,"When the sun comes up , the head of the guard turns the conversation around ."
yt_813,बोल्नै मिल्दै न भ ने किन आय को त रन्डी को छोरो त पुलिस जे सोदे पनि बोल्नै मिल्दै न भन छ यार अनि मेरो लाडो गर्न आय को मुजि ।,1,youtube,"We can't talk about what the income is, or leave Randy or the police who can't even talk about it, man, and we can't even talk about what the income is to make my money."
yt_1674,देश लाई दु : खद कुरा मर्दा पनि तेत्रो हेलिकप्टर नोक्सानी गरेरै मर्यो !,1,youtube,"The country is in mourning: a man has also died, having lost three helicopters!"
yt_1573,यी दुबै जना लाई फेरि पनि ल्याउनु पर्यो ।,0,youtube,Both of these men had to be brought back.
yt_988,तिमी हरू अझै कती मार्ने बिचार छ किराती ज्यु ।,1,youtube,"How many more of you are planning to kill, you know?"
yt_1337,हरेक नेपाली र देश लाई राजा को कमि महशुस भये को हुना ले राजा आउनै पर्छ ।,0,youtube,Every Nepali and country must come to the king without any fear of the king.
yt_1183,यातना दिए को छ कि छैन त्यो त ज्ञानेन्द्र शाही को शरीर हेरुम न देखिन्छ हो ।,0,youtube,"Whether or not the victim was tortured, the body of the sage-shah is not considered to be a herum."
yt_502,यो पाखन्डी भन्डारी क्रिश्चियन को दलाल ओलि को मुत पिएर होलि वाइन को सोझो गर्दैछ नेपाल को परम्परा सस्कार सस्कृती मास्ने नियत हो ।,0,youtube,This is a Pakhndi Bhandari Christian who is making a pair of Pierre Holy wines with the deals of the deals with the traditions of the Sakar Sakar culture in Nepal.
yt_750,यो चिक्ने गुरु खै कता छ MC गुरु को जाठा हरु यो कुन दुनियाँ हो माधरचोत हरु त्यो जाठो गुरु को थोपडा हेर्न पाउनु पर्यो mc ।,1,youtube,"This chicken guru is the MC guru's place, and it's a world of madderchots, and you have to see that fake guru a little bit."
yt_480,नेपाल का कल कर्खाना र नदि नाला बेची सके अब मठ मन्दीर लाई पनि बेची खाने नियत देखिन्छ ।,1,youtube,Nepal's tomorrow's Karkhana and Nadi Nala could be sold now the monastery mandir is also set to be sold.
yt_1100,यो Dig ले पही ले नै माओवादी को गोलि खानु पर्ने हो बचेछ य विप्लव तिमि नै ठोक्दौन गोलि ।,1,youtube,It is only after Dig takes over that Maoist is shot that the revolution will be able to shoot him.
yt_869,साला सब ले मेयर साब कै पछि परेछ कसै ले त्यो पत्रकार को अन्तर बर्ता देखाउदै नत सोधेनन् एउटा भ्रष्टचारि को पर्दाफ़ाश गर्दा एति सासती र एति को जवाफ दिनुपर्ने मेयर साब ले थूईक नेपाल को पिते पात्रुकार र कुपात्रुकारिता 🤮 ।,0,youtube,"Everyone is following the mayor, nobody is interacting with the journalist, nobody is asking him how corrupt and unqualified he is to expose a corrupt person and how much he should answer the mayor, Mr. Le Thiek Nepal."
yt_1065,भगवान कसम मलाइ त्यो साला धोती नरपिचास को मुख सम्म हेर्दा यो भिडियो हेर्दा मै ले भेटे भने मै ले आफै काटेर साला लाई हजार टुत्रा पारिदियर बरु जन्म कैद बस्दाम झै भैसक्यौ ।,1,youtube,I swear to God I saw that salad washing Narpichas' face and I saw this video and I found that I had cut the salad myself and had it laid for a thousand toothpickers instead of being born a prisoner of the basdam.
yt_1093,आज भोलि धेरै भयो कसै को नाक न फुटाएकाे यो नेता को नाक मा बक्सिङ्ग हान्छु का बस्छ यो ।,0,youtube,It was a long time ago today that no one was blown up in the nose.
yt_1087,भस्टचार चोर फटा दलाली नेता बलत्कारी ज्यान मारा सुन तस्कारी दुई नम्बरी ई सबै लाई कानुन नलाग्नी सम्बिधान दिवस को शुभ-कामना ।,1,youtube,Corrupt thief Fata Bolshevik who killed the smugglers number two greetings to all on the illegal Constitution Day.
yt_132,सोम paande को काम छैन यस्लाइ त पार्टी बाट नि हटाउनु पर्छ ।,1,youtube,Som paande has no work and should be removed from the party.
yt_439,रभि लामिछाने दाइ पत्रकारीता जगत कै हिराे हुन् भन्ने हरू हात यता ठडाम त !,0,youtube,It's so cool to see how greedy journalism is like the world's diamonds!
yt_673,गगन गर्जियो तर योपनि त हिजु को दिन मा तेस्तैहो साले कुकुर ।,0,youtube,"The thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms, the thunderstorms"
yt_1022,रास्ट पति को यहि हो बोल्ने सबे थुक यक नारि भयर त लाई त मत च्यातेर रास्ट पति बना को केपि ले हो तेहि पछि तै ले आफनो सिरिमान को हत्या गरे को हुन सक्छ ।,1,youtube,"If you tell a woman to marry a ruthless husband, don't let her become a ruthless husband and then take a copy of it, then you may have killed yourself."
yt_868,यो पनि कुकुर पत्रकार नै हो साला जबर्जस्ती माफ माग्न लगाउने तँ कुकुर को हो ?,0,youtube,"Even if it's a dog journalist who is forced to apologize, who is the dog?"
yt_853,यो साला पोखरेल नेपाल पोलीस बननालायक छैना यो सालाखाते नेता हरू को चमचा र झोल हो ।,0,youtube,It is not necessary to become a police officer or it is a spark for the leaders of the Salakhate.
yt_503,के गर्ने ओलीनै चोर छ त बकि का को त कुरा नगरम भो ।,0,youtube,"The only thing to do is steal, and no one is a thief."
yt_182,यी भ्रष्ट गोरु हरुला नौडाडा समुन्द्र पारी नकटाई जनता को अर्को बिकल्प छैन अब जागौ सबै जागौ बेलै मा जागौ ।,1,youtube,These corrupt cows are hurling Naudai across the sea to fake the public has no other option now wake up all wake up at night.
yt_1238,भ्रष्टचारी लाई टुंन्डिखेल मा ल्याएर झुन्ड्याएर गोलि ठोक्ने कानुन सम्सोधन गर्नु पर्छ ।,0,youtube,The law that would bring a corrupt person to the table and hang him or her must be amended.
yt_982,यस लाई जेल कोचेर पात्ता फर्काउनु पर्छ ।,1,youtube,It must be returned to the jail cell.
yt_208,"जसरी नेता धनाड्य बन्दै गए त्यसरी नै कृषक र मजदुर हरु कृषि उत्पादन को उचित मुल्य नतोकिनु र उचित पारिश्रमिक र अनियन्त्रित , अनुचित मुल्यबृद्दी ले झन गरिव बनिरहे का छन ।",1,youtube,"As the leader becomes richer, so farmers and workers are becoming poorer because of the lack of a fair price for agricultural products and fair wages and uncontrolled, unfair price increases."
yt_700,मुख मा थप्पड हान्न पर्नी पत्रकार रैछ खाते ।,0,youtube,I was beaten in the face by a perni journalist.
yt_404,चिंत्त बुझ्दो जवाफ पटक् कै आयन रबि लाई फसाउन प्रहरी समेत लागी परे को छ ।,1,youtube,The answer to this question is beyond the reach of the police to trap the attacking Iyan Rabbi.
yt_698,राडि को बान पाखे पत्रकार तै ले सोद्नी प्रसन एस्तै हो पाखन्डि ।,1,youtube,Radi is seen as a journalist and has been asked to be such a hypocrite.
yt_1607,खरो रुप मा बद्दै जानू ।,0,youtube,You know how to be a real person.
yt_263,राजा आउनु पर्‍यो यी सबै भ्रष्टचारी लाई ठुलो खोर बनाएर भित्र्याउनु पर्‍यो खाते हरु लाई ।,1,youtube,"The king came and brought in all these corrupt men, and made a great pit, and brought them into the house."
yt_1014,प्रचन्ड ले नै बिगारेको छ अहिले नेपाल भर्स्ट्चार बलत्कार हत्या र केपि ले गर्न खोजे पनि प्रचण्ड ले अर्को मोड मा लिन्छ चोर हत्यारा प्रचण्ड नेपाली होइन देशी ईन्डियानि हो तेस् को नेपाली पहिचान कहिले पनि देखाउन खोज्दैना ।,1,youtube,"Pradhan has already been corrupted, but even though Nepal has tried to commit rape and murder, Pradhan has taken a different approach: the thief killer Pradhan is not a native Nepali, but a native Indian, never trying to show his Nepali identity."
