id,text,label,dataset
yt_301,यो झोले पुन्ने गौतम लाइ राम धुलाई गर्नु पर्छ ।,1,youtube
yt_302,भारत लाई किन झड का नि तेरि मा ताेरि ।,1,youtube
yt_303,लम्पट स्वार्थी भ्रष्ट नेता ले ।,1,youtube
yt_304,प्रस्न कडा गर्नुस तर एकदम पूर्वाग्रही भए को जस्तो लाग्यो ।,1,youtube
yt_305,रबि जिन्दबात भोलि को दिन मा फेरि दायाँ बायाँ नराम्रो जात भात मा फरक नआवस है रबि सर आज जति तपाइ को सपोट गरे फेरि नराम्रो भो भने हामी येस्तै त हो नि ब्रो हुन्छ नि ज्ये रबि सर ।,0,youtube
yt_306,"अस्ती मुनकाे वृयपान पनि नेपालीकाे हीत मा भन्दै थिए अरिङ्गाल हरू अहिले गुठीपनि त्यही भन्दैछन , कृश्यन का भतुवा हरू ।",1,youtube
yt_307,नेता ठाउँ मा भएर काम गर्न सजिलो छैन !,0,youtube
yt_308,सलुट छ Dr सुरेन्द्र केसी सर लाई ।,0,youtube
yt_309,"निलो कोट लगाउने पक्का फटाहा नभए पनि फटाहा जस्तै रहेछ यस्ता लाइ अन्तर्वार्ता बोलाउनु गल्ति हो , नेकपा को राजनीति शास्त्र पढे को PHD बेकार , अन्त मा मेरो मत रातो कोट लगाउने लाइ ।",1,youtube
yt_310,पुण्य झोले मुदाबाद केपी र प्रचण्डे को झोले कुकरा ।,1,youtube
yt_311,यो मुजि गणतन्त्र नेपाल को लागी अभीसाप हो नेता र उनी हरु को पेट भर्न को लागी मात्र र उनी हरु का झोले कार्यकर्ता साथसाथै रीसी धमला को कुरै नगरौ ऊ पनी पर्चन्डे को पुछर हो यो पत्रकार को बाहाना मात्र हो ।,1,youtube
yt_312,साले खाते सोम पान्डे थु ।,1,youtube
yt_313,थुक्क पोखरेल भन्ने माहाभ्रष्ट को कुतर्क ।,1,youtube
yt_314,यो सावित्री को सामाजिक बहिष्कार गरेर गुमनाम गरौ न यो धर्ति की बोझ ।,1,youtube
yt_315,3 जना माहा पुरुष को कुरा ठिक हो तर मन्त्री ज्यु को कुरा ले प्रष्ट के बुज्न सकिन्छ भने आफ्नो पद र पाटी लाई बचाउदै छिन ।,0,youtube
yt_316,प्रचनडे ले गरे को देखेकाे हामी ले काम याे हाेकि उसकाे अाफनता लाई जागिर खुवाउने मात्रै अब याे दिन गय ।,1,youtube
yt_317,आयो आयो जनता को दमदार कार्यक्रम भ्रष्ट हरु साइड लाग ।,0,youtube
yt_318,हामी नेपाली ले चीन बाट धेरै कुरा सिक्नु छl Heartly welcome in Nepal PM Sii ji ng pie ।,0,youtube
yt_319,जागिर खुस्किने सवाल छ ढाकछोप गरेर बोल्छ्न दलाल पुलिस हरु तर अब धेरै थाम्दैनन नेपाली जनता ले होस पुर्याएस ✌✊✌✊ ।,1,youtube
yt_320,यो खाते लाई कसै ले नाक भाच्नेगरि हान्न जन्ता हेर्न चाहान्छन ।,1,youtube
yt_321,यहाँ प्रस्न सोध्ने चाइ भेडे नै रैछ ।,1,youtube
yt_322,वा के राम्रो बोली पत्रकार मित्र ज्यु छड्के सलाम छ हजुर लाई धन्यवाद ।,0,youtube
yt_323,सारै राम्रो लाग्यो सर म हजुर देखि पहिले देखि नै प्रभाबित छु ।,0,youtube
yt_324,"पोख्रेल आफै सरकार को आशीर्वाद बाट प्रवक्ता भए का हुन् , यिनी जनता प्रति वफादार हुनै सक्दैनन् ।",1,youtube
yt_325,याे पाठक जन्तु कुन दुनियाँ मा छ ।,1,youtube
yt_326,चोर सहकारी संस्था रहेछ धेरै पीडित देखियो त्यो सहकारी संस्था को स्टाफ लगायत सम्पूर्ण लाई कारबाही होस् ।,1,youtube
yt_327,जनता जागिसके बुझ पार्टी को झोले हो ।,1,youtube
yt_328,नत्र आज यति ठुला ठुला मान्छे लाई गुमाउनु पर्ने थियन ।,1,youtube
yt_329,सुशिल सर तपाइ को सैली सारै मन पर्छ होइन यो पाठक भन्ने को बोलि के हो ।,1,youtube
yt_330,ज्योति वानियाँ र कुलमन लाई हेर अनि ती 2 तालु लाई हेर अनि तिनि हरु का कुरा सुनेर रगत उम्लन्छ यार तिर्दैनै रे सर्ब साधारन जनता को लाइन काटेर मज्जा ले ऊध्योग सन्चालन गरेर नाफा लिन आज आएर तिर्दैनै भन्ने खाए पछि फाल्न नजान्ने मुला लाई के भन्ने चोर दलाल ठग ।,1,youtube
yt_331,कहिले नरिसाइकन अन्तर्वार्ता लिन सक्ने उत्ते जना भन्दा धैर्यता बढी भए का सालीन व्यक्तित्त्व आदरणीय भूषण दाहाल र स्पष्ट र प्रष्ट वक्ता रवीन्द्र मिश्र को संवाद ले निकै नै प्रभाव पार्‍यो ।,0,youtube
yt_332,सक्यो सक्यो यी पापि हरु ले जुन्सु कै कुना बाट लुछी लुछी भ्रस्टाचार गरे ।,1,youtube
yt_333,यीनी हरु जस्ता नकचरा हरु को सरकार धेरै बर्ष टिक्यो भने देशै स्वाहा पार्छन र बेचेर बिदेश भासिन्छन यीनी हरु त ।,1,youtube
yt_334,एक्दम खुसी भो मन सलाम ।,0,youtube
yt_335,"हाे सहि कुराे ड , साब ।",1,youtube
yt_336,यो मेअर धेरै घमण्डि रैछ | देस को नियम कानुन त मानु पर्छ नि ।,1,youtube
yt_337,यो सावित्री सुबेदिलाइ बम दिदी बैनि ले कति पैसा मा किने होलान ।,1,youtube
yt_338,बाघ लाई सिंह बन्न बाध्य बनाउने भ्रस्टाचार नेता र झोले कार्यकर्ता लाई पनि धन्यवाद ॥,1,youtube
yt_339,बिजुलि बालेर पैसा तिर्दिन भन्ने देश को धमिरा दलाल हरु लाई मोसो दलेर पाता कसेर देश निकाला गर्नु पर्छ ।,1,youtube
yt_340,"भ्रष्टाचारि हरु मर्नै पर्ने हो तर , अरु पनि लिएर जान्छन् अनि मन खिन्न हुन्छ !",1,youtube
yt_341,भ्रस्टाचारी लाई कारवाही गर काग्रेस होकि कम्निस्ट नेता होकि कार्यकर्ता वा अन्य कोहि ।,1,youtube
yt_342,"राजेश्वरी दाइ को बिचार उत्कृष्ट छ , पुण्य गौतम ले सरकारलाइ धेरै बोक्न जरुरी छैन ।",0,youtube
yt_343,सबै चोर हुन अनि जनता धेरै माहाचोर हुन साला दिमाग नभा का जनता को यहि हाल हो हुने ।,1,youtube
yt_344,बाघ लाई सिंह बन्न बाध्य बनाउने भ्रस्टाचार नेता र झोले कार्यकर्ता लाई पनि धन्यवाद ॥,1,youtube
yt_345,यो मुजि Dig को काम छैन यो कसरी Dig सम् मा बानना पुग्यो यो साला नेता हरू को झो ले रैछ यो साले को हावलदर को जति पनि छ्मता नभए को जस्तो देखिन्छ ।,1,youtube
yt_346,हे भगवान मेरो देश यी चोर नेता हरु सङ्ग बचाउ ।,1,youtube
yt_347,२ जान साही लगियो २ जान चै चोर हो ।,1,youtube
yt_348,थुइक सब का सब भ्रष्ट नेता हरु .. ।,1,youtube
yt_349,सबै भए भर को काठमाण्डू को खलटो मैं चलाऊनू परने भोसोडी वाला हरू ।,1,youtube
yt_350,खाउ चुतिया हो नेपालि को रगत खाएर जु का जस्तै मोटाअो !,1,youtube
yt_351,माओ भुक्ने मात्र हुन्न कुनै पनि काम छैन्न ।,1,youtube
yt_352,"बाकिनै अब यहि त थियो , गुठी , अरुत सबै खतम भै सके को , नदिनाला , कलकारखाना , धर्म , सस्कृती , गै त सक्यो , बा की आस लाग्दो नेपाली सेना छ , गुठी , ।",1,youtube
yt_353,याे हाे नि त देश र जनता ले मागेकाे नेताकाे लाइन ।,0,youtube
yt_354,मानवअधिकार वाद को नाम मा कंलक भनौदी लाई कालो मोसो दलेर सडक नघुमाइ नहुने भयो थुक्क कुकुर्नी जता डलर पायो उतै सरल्क तै ले गर्ने न्याय यहि ।,1,youtube
yt_355,तिमि हरु सबै नेपाल आमा का कुपुत्र सन्तान हौ लुट लुटेरा हरु ।,1,youtube
yt_356,यी चोर नेता ले जे गरे पनि माफ दिने यी भ्रष्टाचार नेता लाई जुनसुकै party को भए पनि अब जनता ले सडक मा तानेर ल्ययेर आगो लाउनु पर्छ !,1,youtube
yt_357,पुने गोताम पार्टी को झोले कुकुर हो ।,1,youtube
yt_358,राताे काेट लगाउने सर ले राम्रो कुरा गरनु भयाे निलाे काेट ले गाेबर कुरा गरेयाे निलाे काेटे छि छि छि ।,0,youtube
yt_359,यस्था भ्रष्ट नेता हरुलाइ सिधै इन्काउन्टर गर्न पाइन्छ कि नाइ ।,1,youtube
yt_360,यो झोले लाई डा. सुरेन्द्र केसी सॅग राखेर के गर्या हो ।,1,youtube
yt_361,सेरे को बोली दैब ले लगे को हो त्यों पनि उहि ले जो ?,1,youtube
yt_362,यो सब भु माफिया को चाल हो भने नेपाल सरकार पनि तिनै भु माफिया को गोटि बन्दैछ ।,1,youtube
yt_363,पि एक डि को घुम्टो ओडेर राष्ट्रियता नभए का मान्छे को काम छैन ।,1,youtube
yt_364,द्वारिकालाल चौधरी मेयर साब ढकमगाउनु हुदैन हामी तपाई को साथ छौ तपाईं अलिकति पनि हतोत्साहित हुनु हुदैन यो हाम्रो सुझाब छ ।,0,youtube
yt_365,असली हिरो भने कै रबि हुन्न भन्ने जति हाजिर गरुत हजुर ।,0,youtube
yt_366,भन्दै आफ्नो कुरा तेर्साउने ऋषि धमला को कार्यक्रम मा अतिथि हुन जाने हरु ले सोच्नु पर्ने बेला आए को छ कि यो धमला पनि कसै बात संचालित छ ।,1,youtube
yt_367,मेयर ज्यु यस्तो पत्रकार लाई त नाक को डारि मात्र हैन त्यस को त्यो जता भाबी लेख्ने हात पनि काट्नु पर्छ सलाम छ हजुर लाई देश को धमिरा हरू लाई नस्ट गर्न पर्छ आब जन फेसला हुन ऐक दम जरूरी छ.. ... .. !,0,youtube
yt_368,न्यूज 24 कायॅक्रम डिसलाइक गनेॅ झोले हरू ठमेल मा अहिले 3 प्याक हान्दै होला ।,1,youtube
yt_369,"यो भिडियो हेरहोई रबि को अन्धभक्ता भेडा भन्ने पार्टि को झोले महा भेढा हरु , हामि रबि को खुबि लाई सलाम ठोक्छु , ✊✊ ।",1,youtube
yt_370,रवीन्द्र मिश्र सर जस्तो सोज विचार भए को नेता हाम्रो देश मा भए को भए अहिले एस्तो अवस्था हुन्न थियो ।,0,youtube
yt_371,हजुर हरु ले आत्नुस असम्भब केही छैन ।,0,youtube
yt_372,यस्तो आँट भा को जनप्रतिनिधि लाई सलाम तपाईं को पक्ष मा 3 करोड जनता छन् ।,0,youtube
yt_373,रातो कोट लाउने सुपर ।,0,youtube
yt_374,राजकुमारी रेणु दाहाल भन्दा राजकुमार पारस नै ठीक छ ।,0,youtube
yt_375,जब्बर गर्न पाईन्छ राजेन्द्र जी ?,1,youtube
yt_376,यो मुजि को phd . बाग्मति मा बगाईदिदा राम्रो के. पी ओली को झोले को कुरा सुनेर रगत उम्लेर आयो ।,1,youtube
yt_377,डा. सुरेन्द्र को बिस्लेसन सही लाग्य ।,0,youtube
yt_378,"Hero of our nation , future प्रधानमंत्री तपै लाई ३ करोड़ नेपाली जनता को vote छ. ।",0,youtube
yt_379,राताे काेट लगाउने सर ले राम्रो कुरा गरनु भयाे निलाे काेट ले गाेबर कुरा गरेयाे निलाे काेटे छि छि छि ।,1,youtube
yt_380,छि छि त्यो फता ऋाषि ।,1,youtube
yt_381,"यो रिसि धमला डाका हो कस्तो हल्का तर्क गर्छ मुला ले , यो दलाल हो , यो केपि अोलि र प्रचण्ड को चम्चा मात्रै होइन भारत को गुलाम हो ।",1,youtube
yt_382,सोम् पान्डे को औकात् एउटा भ्रस्टाचारि को मतियार् बाहेक् अरु केहि छैन् ।,1,youtube
yt_383,यो पुन्य गौतम भन्ने घमण साले के कस्तो कुरा गर्छ साले कुकुर मेरो कुकुर यो भन्दा सहि तरिका ले भुक्छ यार ।,1,youtube
yt_384,सुसिल पान्डे रबि पछि को अर्को हिरो पनि हो प्रहरी को प्रबक्ता पनि अक न बक्क पार्नु भय को छ बधाइ छ ।,0,youtube
yt_385,थोडी झुसे लुटेरा भ्रष्टाचारी नस्लबादी झुसे हरु होर ?,1,youtube
yt_386,आज मजा आयो कार्यक्रम नसकिन्जेल हेरिरहन मन लाग्यो ।,0,youtube
yt_387,एक चेली को लागि जिन्दगी दिनुभए को छ हजुर देश को भगवान हो Legend ।,0,youtube
yt_388,गल्लि का भुक्ने कुकुर हरू हिजोआज कता गएछन रबि दाईकाे माहानता हेरेर केही कुरा सिक भाडा का टट्टू हरू ।,1,youtube
yt_389,शुशिल जि लाई धेरै धेरै धन्यवाद राम्रो प्रश्न सोध्नु भए को मा ।,0,youtube
yt_390,"हामी ले गगन थापा जि को जस्तो भासण त कति सुन्यौं कति तर एउ टा कुरा नेपाली ले बुझुन हहि ले विशेष गरिकन एउ टा ले अर्को को खुट्टा तान्ने र पाती , जाति , धर्म , को अनावश्यक बिसय बस्तु उथाएर नेपाली नेपाली बिच लदाउने खेल हुदैछ !",1,youtube
yt_391,निर्दोष शालिकराम लाई मारेर निडर सहासिक जनता को हिरो रबि लामिछाने लाई फसाउने षड्यन्त्र हुदैछ सत्य तथ्य बाहिर अाउनु पर्छ र शालिकराम र रबि ले न्याय पाउनै पर्छ वास्तविक हत्यारा पत्ता लगाउनै पर्छ ।,0,youtube
yt_392,रास्ट्रपति बन्न लायक सपूत ।,0,youtube
yt_393,यो पत्रकार पनि ठिक लागेन जे गर्नु ठिक गर्नु भयो मेयर जि ले सबै यस्तै भए देश राम्रो हुने ।,0,youtube
yt_394,रबि मात्र हैन उस को बाउ आए पनि केही फरक पर्दैन राम्रो काम गर्ने मेयर साब लाई हाम्रो समर्थन छ ।,0,youtube
yt_395,जन्मिदा जस्तो जन्मियौ मर्दा पनि तेसै गरि जाने हो तर मान्छे हरु मर्नै नपर्ने जस्तो गर्छ अनि मर्दा खेरी सम्पत्ति लाने जस्तो गर्छ छ्या त्यो लाली गुराँस सहकारी को all team लाई कारबाही हुनु पर्छ र त्यो लाली गुराँस सहकारी संस्था खारेज हुनु पर्छ ।,1,youtube
yt_396,"यो बुदो पनि दोषी हो , सबै नेता हरू दोषी हुन , त्यो भन्दा धेरै दोशी भेडा जन्ता हुन ।",1,youtube
yt_397,यो पल हाम्रो लागि महत्त्व पुर्ण छ ।,0,youtube
yt_398,थुक् का एमाले को गोठालो यस्ता मुला जड्या दलाली डलरे का गोठाला बोल्ने तरिका तेरो यस्ता मुलालाइ नेता चाहिँ कस् ले बनायो ठिक लाई ठिक बेठिक लाई बेठिल भन्न नसक्ने कुपुत्र हरु किना गर्छौ राजनिती बोरु इशाइ को धोती धोयर बस्न यार ।,1,youtube
yt_399,नेपाल मा पत्रकार कम पुत्रकारी धेरै छन सलाम मियर ज्युलाइ जय नेपाल ।,1,youtube
yt_400,राफेल को भ्रष्टाचार लाई कोपि गरेछ हवाइड वडो मा सबै लाई थाहा छ ।,1,youtube
yt_401,देस लुटे को पाप ?,1,youtube
yt_402,यो दुइ जना हेर्दै भिलेन जस्तो छ ।,1,youtube
yt_403,नेपाल प्रहरी को कुरा ले दोसिलाइ सम्मरज्ञक गरिएकाो छ शुशिल सर ले शहि पस्न गरिरहनु भए को छ् ।,1,youtube
yt_404,चिंत्त बुझ्दो जवाफ पटक् कै आयन रबि लाई फसाउन प्रहरी समेत लागी परे को छ ।,1,youtube
yt_405,यो पुन्य गौतमे राम्रो छ भने को त झोले पो रेछ गाठे ।,1,youtube
yt_406,उता धोती हरु जलि रा को होला चिनियाँ रास्ट्रपति आउँदा ।,1,youtube
yt_407,सुशील पान्डे एउ टा शाहासिक पत्रकार हुन ।,0,youtube
yt_408,"थुक्क ककुरनि सावित्री अब तेरो कुन चाहिँ कार्यक्रम मा नेपाली जन्ता ले साथ दिन्छन र , , , १ लाख २ लाख जन्ता जम्मा गर्न सक्छु भन्छेस , , , ४ जना मान्छे जम्मा गरेर देखा त हेरम , , , , खातिनी सावित्री , , , , , ।",1,youtube
yt_409,यी खाते हरु लाई कार्बाही हुन जरुरी छ ।,1,youtube
yt_410,छि छि थुक्क रास्ट्रपति को औकात अलिकती सरम लाज केही छैन देश खोक्क्रो बनायो यो मुजि बाहुन बाहुनी हरु ले ।,1,youtube
yt_411,भ्रस्ट नेता र दलाल पत्रकारहरूकाे घेरा मा पर्नुभएजस्ताेछ ।,1,youtube
yt_412,अब कमेन्ट गर्दा नै समातेर देलान् की भन्ने डर छ ।,1,youtube
yt_413,ई ठग हरु लाई छोड्नु हुँदैन ।,1,youtube
yt_414,यही चोज र बिचार लाइ गरे का हउ हामी ले बिस्वास अनी दिए का हउ सात कती सादा जिबन अनी उच्च छ बिचार हाम्रो रबी दाई को सिकउ अब त सिकउ ।,0,youtube
yt_415,द्वारिकालाल जस्तो जनप्रतिनिधी हरु एउ टा हैन अब यो देश मा हजारौ जन्मिनु पर्छ अनि मात्र देश सम्बृदी को बाटो मा अघि बढ्न सक्छ मेयर साप लाई सलाम छ !,0,youtube
yt_416,"यो पार्टी को भतुवा देश को इतिहास नै बिर्सेर कुरो गर्दैछ , राजा ले यो देश न बनाय को भय कहा बाट लोकतन्त्र गणतन्त्र ल्याथ्यो , देश खोक्रो बनाइ सके यस्तै गद्दार नेता हरू ले गर्दा , राजा फालेर आफु ले पनि राम्रो काम गर्न सक्नुपर्छ नि अनि पो भने को पनि सुहाउछ ।",1,youtube
yt_417,"सभ्य , सुस्कृत र पारदर्शी राजनितिक ब्यबस्था नेपाल को आज को आवश्यकता ।",0,youtube
yt_418,सबै कुरा हेरेर राजा ठिक छन ।,0,youtube
yt_419,नेपाल र नेपालि को लागि आज खुसि को दिन हो ।,0,youtube
yt_420,यस्ता झारपाते हरु सगँ राखि Interview लिएर ।,1,youtube
yt_421,यो खाते साला phd हु भन्छ साला खाते साले के को phd हो तेरो चुतिया साला झोले कृस्रन को पैसा खायर पढे को होलास कुकुर ।,1,youtube
yt_422,जाबो एउ टा video को बारे मा जवाफ दिन नसक्ने dig चोर साले !,1,youtube
yt_423,यो सबै काठ्माडो को न्यावार जाति लाइ हरुलाइ लगार्ने नियात हो ।,1,youtube
yt_424,यी भ्रष्ट दलाली अनि माफिया राष्ट्रघाती नेता हरु का दिन गए ।,1,youtube
yt_425,यो लुट्तन्त्र हो यस को बिरोध गर्ने लुटतन्त्र मा अटाउन्नन ।,1,youtube
yt_426,रविसर लाई रिहाइ गरियोस ।,0,youtube
yt_427,"खत्रा बहस हो यो च्यानल , सत्य तथ्य तुरुन्त आउनु पर्यो जन्ता जान्न चाह्न्न्छ ।",0,youtube
yt_428,सुशील पान्डे एकदम सहि निडर निर्भीक पत्रकार सलुट ।,0,youtube
yt_429,रबिन्द्र सर को आवाज मा केही जोस दम छ अब को आश रबिन्द्र सर ।,0,youtube
yt_430,उनि निर्दोष छन् भन्ने मा १००% ढुक्क छु ।,0,youtube
yt_431,हामी जनजाती आदिबासी क्षेत्री बाहुन हरु जस्तो मुख मा राम राम हात मा छुरा हुदैन सफा मन हुन्छ कुल मान घिसिंङ्ग र द्ववरीक चौधरी ले प्रमणित गरे को ।,1,youtube
yt_432,बिजुली चलाउने बेला चलायो पैसा तिर्ने बेला मा रु ने उद्योग मालिक हरु लखेटे हुन्छ अर्को राम्रो उद्योग औ छ ।,1,youtube
yt_433,राष्ट्रघात अपराध लुट बिनाश र अद्योगती बाहेक केहि नदिए को यो अपराधीक गुन्डाराज गणतन्त्र को ब्रेन डेथ भइसके को छ ।,1,youtube
yt_434,यो पुणय महा झोले र भिजिलान्ते हो हरामी ।,1,youtube
yt_435,रास्ट्र कै गहना माथी यत्रो अन्याय हैट लालिगुरास लाई कडा कारबाही को माग गरौ साथी हरू ।,1,youtube
yt_436,यो पत्रुकार को रगत उम् ले को छ कुन दिन पोखिन्छ यो सारै उग्ररूप मा उत्तेजित मा छ ।,1,youtube
yt_437,"भ्रष्टाचारी , र घुस्खोरी , नेपाल प्रहरी लाई भाला र मत्तितेल लगाएर टिकापुर मा जस्तो जीउँदै आगो लगाउनुपर्छ अब जनता हरु ले ।",1,youtube
yt_438,बम दिदि बैनि मुर्दावाद !,1,youtube
yt_439,रभि लामिछाने दाइ पत्रकारीता जगत कै हिराे हुन् भन्ने हरू हात यता ठडाम त !,0,youtube
yt_440,"रबि दाइ बास्तबमै रियल होरो हुनुन्छ यो देश को , दुख पर्दा अन्याय पर्दा भगवान हैन रबि दाइलाइ सम्झिन्छन नेपालि हरु ।",0,youtube
yt_441,उपस्थित विद्वान हरु मा कस कस को गुठी छ ?,0,youtube
yt_442,कुनै पनि जात धर्म लाई असर नपर्ने तरिका को एउ टा एडेन्डा बनाउनुस अनि त्यस्तो एउ टा नया पार्टी निर्माण गर्नुस जनता सबै ले हजुर लाई नै भोट दिनेछन हामि लाई तपाई प्रधानमन्त्री भए को हेर्ने ठूलो सपना छ जय नेपाल जय रबि सर✊✊✊✊ साथै धन्यवाद मदन र क्यानडा नेपाल युनिट लाई ।,0,youtube
yt_443,झोले हरु काम छैन बिथा मा विभिन्न कुरा गर्छन यार बिथा मा पारो तातिने गरि ।,1,youtube
yt_444,यो जाठो पुलिस प्रसासन नै गतिलो छैन सब मिलिमतो काम चलाउछन भतुवा हरु ।,1,youtube
yt_445,कुलमान घिसिङ जिन्दाबाद यति ले मात्र हुन् अब सिङ्गो देश लाई नेतृत्व गर्नु परो घिसिङ आस्याङ्ग ले कतै यसरी नाई देश ले मुहार फेर्छ कि ।,0,youtube
yt_446,प्रत्रकार ज्यु ले प्रश्न सोधे को भयेन .. अध्यन गरनु प्ररो .. डा. सर तपाईं जस्ता वैदिक को यो देश मा कदर / सम्मान भयेन दु : ख द कुरा ... ।,1,youtube
yt_447,चोर भ्रस्ट नेता हरू मिडिया मा आएर बाँदर को बथान कराए को जस्तै कराइ रहन्छ ।,1,youtube
yt_448,वाक्य पिछ्छे पढाईकाे धाक लाउछ झाेले ।,1,youtube
yt_449,"सवै ले यसरी साथ र सपोट , समर्थन गरौ सबै मा हार्दिक नमन अहिले रबि सर लाई सबै को साथ को यक्दमै जरुरी छ रबि लामिछाने जिन्दाबाद ... .. ♥ ।",0,youtube
yt_450,सुरेन्द्र जस्तो मान्छे चमचे को अगाडि दलाल जस्तो हासो मन परेन ।,1,youtube
yt_451,राबिलामिछाने को नियात राम्रो छ त्यो म मान्छु ।,0,youtube
yt_452,"नेपाल को हिरो , रवी लामीछाने !",0,youtube
yt_453,"सहि कुरो मेयर जु , छोडनु हुदैन भ्रष्ट दलाल झोले हरु लाई खान नपाएर आरोप , तपाई को काम प्रतिक गर्व का साथ सलाम , अब ज्ञानेन्द्र साही , सुरेन्द्र सर , बालकृष्ण आम जन्ता साथ दिनेछो ।",0,youtube
yt_454,आज सम्म को नेपाल को राम्रो मान्छे को नाम अनि सुची मा कुलमान पनि गनिनु हुन्छ ।,0,youtube
yt_455,नेकपा को भतुवा के भुकीरा को हो ।,1,youtube
yt_456,यी गधा नेता हरु जति दुध ले नुहाएर गाई बन्न खोजे पनि यिनि हरु को कर्यसैली र नियत प्रष्ट सङ जनता ले बुझिसके का छन् आगामी चुनाव मा देखाइ दिनेछन् यिनि हरु को औकात ।,1,youtube
yt_457,सय मा सत्तरि प्रसेन्ट जन्ता रबि को ढुकढुकि हुन ।,0,youtube
yt_458,सुशील जि को ठिक छ है प्रश्न गराई ।,0,youtube
yt_459,यो कार्यक्रम हेर्न पाउदा दशै आयो जस्तो लाग्छ रवि सर ।,0,youtube
yt_460,सरकार हिम्मत छ भने रवि दाइ लाई फसायर देखा अनि थाहा हुन्छ के हुन्छ देश मा यसकाे मूल्य धेरै ठुलाे हुन्छ चेतना भय ।,1,youtube
yt_461,यो पनि केपी को झोले रहेछ ।,1,youtube
yt_462,ज्ञानेन्द् सरकार का पुर्खा हरू ले आर्जे को देश मा राजा न भयर के तँ नरेन्द्र कुत्ता राजा हुने तो तँ काहा को नाड०गो कुकुर होस तेरो अब काल आईपुग्यो साला कुत्ता तँ पट मुर्ख खोईरो लागे को कुकुर पाँखें तेरो काल आयो पख ?,1,youtube
yt_463,पशुपति मा पोल्ने ठाउँ छैन रे भर्स्तचारि लाई मृत्‍युडाँडा दिए मा हजु तेसै ले अजीवन कैद गरे हुन्छ हजुर बाँकी मुजी सरकार नै भरस्तचारी रहेछ कस् ले हल्ने जैल यो सरकार को १ जन नरहने गरी खरेज गरी देश् बाट लखेते हुन्छ समपती सबै जाम गरे हुन्छ ।,1,youtube
yt_464,यो देश को आबश्यकता छ तपाईं कति राम्रो बिचार असल पत्रकार छ दाई धेरै सलाम छ ।,0,youtube
yt_465,अब यस्ता गैरजिम्मेदार चोर लाई टीवी मा नेपाली जनता लाई नदेखाऊन अनूरोथ छ ।,1,youtube
yt_466,यो भणडारि लई कालोमोसो लगाएर भगउनु पर्छ तर्क चै नदीने खालि राम्रो छ मात्र भन्ने ।,1,youtube
yt_467,यो मेयर हो की मरे को स्याल हो ।,1,youtube
yt_468,"प्रदिप यादव को कुरा एकदमै सहि छ , , ।",0,youtube
yt_469,"वा रबि सर तपाईं हामी सबैकाे मन मष्तिक मा बस्नु भयाे , बधाई छ तपाईं लाई ।",0,youtube
yt_470,"रबि सर माथी सबै ले भरोसा र बिस्वास गरे का छन , मंत्री भय पछी देश र जन्ता को लागी ।",0,youtube
yt_471,पुलिस सग भय को मोबाइल को भिडियो कसरि प्रत्रकार सग पुग्छ तेहि पनि जो रबि लाई मन नपराउने मान्छे सग यो सब रबि सरलाइ फसाउने खेल हो ।,1,youtube
yt_472,बाबुराम यी पत्रकार ले पि एच डि को धम्की पो ल्गाउछन त ।,1,youtube
yt_473,सबैभन्दा दोषी नेपाली जनता हुन किन तेस्तो खाते नेता हरू लाई जिताउने काम गर्छन् !,1,youtube
yt_474,रामकृष्ण सर जस्तो मान्छे लाई तेस्तो गर्ने हावा सस्था को यो समाज मा काम छैन / / / अब ।,1,youtube
yt_475,"नेपाल प्रहरी कति सम्म लाचार अनि भ्रष्ट छ त्याे राम्ररी बुझिए को बिषय हाे , , , धेरै स्पष्टीकरण दिनुपर्दैन सब प्रहरी नेता का चाकरी गर्न भतुवा हुन ।",1,youtube
yt_476,रातो कोर्ट लाउने ले सहि कुरा गरे को छ ।,0,youtube
yt_477,बिचरा युबराज कति माया लाग्दो युबराज पनि रबि को सहकर्मी हो किन उस्लाइ वास्ता नगरे को होला मलाइ त युबराज को पो माया लाग्यो ।,0,youtube
yt_478,अब चाडै पधान् मत्रि देखन् पाँउ यहि मेराे अाशिर्बाद हजुर लागि रबि सर ।,0,youtube
yt_479,महिला पन्छे बाजा सहित रबि दाइ लाई स्यागत good ।,0,youtube
yt_480,नेपाल का कल कर्खाना र नदि नाला बेची सके अब मठ मन्दीर लाई पनि बेची खाने नियत देखिन्छ ।,1,youtube
yt_481,ठिक भन्नुभयो मेयर साहब पत्रकार महोदय कहा देख्नु भयो गरीब जनता को सुनवाइ ।,0,youtube
yt_482,हैत्त यो बाहुनि ले एउटा सोझो राई को छोरो लाई खत्तम बनाउने खेल मात्र हो ।,0,youtube
yt_483,"धन्येबाद एभिन्वुज कार्येक्रम सन्चालक ज्यु , जब छान्बिन को प्रक्र्ये मा छ भने त्यो भिडियो प्रसारण गर्ने मिडिया नखोजि रबिलामिछाने लाइ हिरासत मा लाने वाआअ एस्लाइ प्रहरी को कालो कर्तुत अथबा भर्स्त हरु को दबाब को कारण कस्तो न्याए ?",0,youtube
yt_484,केवल तिमी हरू लाई पैसा र पद को माया छ ।,1,youtube
yt_485,यसरी नै यसरी नै हजुर को पाईला अगाडि बढिरहुन् रवि सर !,0,youtube
yt_486,सागर सर तपाई मा देखिएकाे राष्ट्रभक्ति लाई सलाम छ ।,0,youtube
